Ticket Number,Date Created,Subject,Priority,Department,Help Topic,Source,Current Status,Last Updated,SLA Due Date,Due Date,Closed Date,Overdue,Answered,Agent Assigned
116794,11/22/2019 17:40,[CCS Helpdesk] video/audio lag time,Normal,CCS Support,CCS Main,Email,Closed,11/26/2019 19:48,11/25/2019 17:40,,11/26/2019 19:48,No,No,Sherry
295138,3/20/2020 12:55,[CCS Helpdesk] Unblock You Tube request,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/20/2020 15:19,3/23/2020 12:55,,3/20/2020 15:19,No,Yes,Jamie
856496,3/23/2020 13:20,[CCS Helpdesk] Blocked youtube,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/23/2020 13:39,3/26/2020 13:20,,3/23/2020 13:39,No,Yes,Jamie
244177,3/23/2020 16:20,ongoing reports of blocked videos,Normal,Chromebook,Chromebook,Email,Closed,3/23/2020 21:51,3/30/2020 16:20,,3/23/2020 21:51,No,Yes,Sherry
152712,3/23/2020 18:40,Fwd: forensics files,Normal,CCS Support,CCS Main,Email,Closed,3/23/2020 19:44,3/26/2020 18:40,,3/23/2020 19:44,No,Yes,Sherry
183904,5/5/2020 13:25,unblock these videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,5/5/2020 14:50,5/8/2020 13:25,,5/5/2020 14:50,No,Yes,Khrystal
876934,5/7/2020 13:10,renweb grading system,Normal,CCS Support,CCS Main,Email,Closed,5/7/2020 18:19,5/10/2020 13:10,,5/7/2020 18:19,No,Yes,Khrystal
781648,8/21/2020 13:50,Fwd: Online Class,Normal,CCS Support,CCS Main,Email,Closed,8/21/2020 14:27,8/24/2020 13:50,,8/21/2020 14:27,No,Yes,Sherry
211957,9/16/2020 15:15,white list video,Normal,CCS Support,CCS Main,Email,Resolved,9/16/2020 15:18,9/19/2020 15:15,,9/16/2020 15:18,No,Yes,Jamie
369073,9/17/2020 14:46,Fwd: kami notes,Normal,CCS Support,CCS Main,Email,Closed,9/18/2020 11:51,9/20/2020 14:46,,9/18/2020 11:51,No,No,Sherry
340352,12/3/2020 19:20,scanned documents,Normal,CCS Support,CCS Main,Email,Closed,12/4/2020 15:54,12/6/2020 19:20,,12/4/2020 15:54,No,No,Sherry
355661,8/20/2021 13:15,google meet set up,Normal,CCS Support,CCS Main,Email,Closed,8/20/2021 15:56,8/23/2021 13:15,,8/20/2021 15:56,No,Yes,Jamie
594869,9/27/2021 23:30,No printing,Normal,CCS Support,CCS Main,Email,Closed,9/30/2021 14:59,9/30/2021 23:30,,9/30/2021 14:59,No,Yes,Jamie
125792,12/2/2021 12:55,White list video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,12/2/2021 13:10,12/5/2021 12:55,,12/2/2021 13:10,No,Yes,Khrystal
941260,1/3/2022 13:02,whitelist videos,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/3/2022 13:11,1/6/2022 13:02,,1/3/2022 13:11,No,Yes,Khrystal
846439,1/19/2022 0:40,video white list,Normal,CCS Support,CCS Main,Email,Resolved,1/19/2022 13:52,1/22/2022 0:40,,1/19/2022 13:52,No,Yes,Jamie
502680,8/12/2022 12:45,[CCS Helpdesk] Lack of bookmark,Normal,CCS Support,CCS Main,Email,Closed,8/12/2022 13:28,8/15/2022 12:45,,8/12/2022 13:28,No,Yes,Jennifer
989456,8/15/2022 14:40,[CCS Helpdesk] Portable DVD Player,Normal,CCS Support,CCS Main,Email,Closed,8/16/2022 18:40,8/18/2022 14:40,,8/16/2022 18:40,No,Yes,jamie IT
258416,8/16/2022 20:00,[CCS Helpdesk] Re: link to teacher page,Normal,CCS Support,CCS Main,Email,Closed,8/17/2022 12:02,8/19/2022 20:00,,8/17/2022 12:02,No,No,Sherry
269009,8/16/2022 20:00,[CCS Helpdesk] link to teacher page,Normal,CCS Support,CCS Main,Email,Closed,8/17/2022 12:02,8/19/2022 20:00,,8/17/2022 12:02,No,No,Sherry
672551,9/1/2022 14:05,[CCS Helpdesk] game on chromebook,Normal,Chromebook,Chromebook,Email,Closed,9/2/2022 15:04,9/8/2022 14:05,,9/2/2022 15:04,No,No,Sherry
780256,9/8/2022 14:50,Fwd: Reset Password,Normal,CCS Support,CCS Main,Email,Closed,9/8/2022 15:03,9/11/2022 14:50,,9/8/2022 15:03,No,Yes,Khrystal
862218,12/3/2019 15:03,Can't Login to CB - Lenovo N22,Normal,Chromebook,Chromebook,Other,Closed,12/3/2019 15:06,12/10/2019 15:03,,12/3/2019 15:06,No,No,Jennifer
735934,12/6/2019 21:30,[CCS Helpdesk] Help wiping chrome book,Normal,Chromebook,Chromebook,Email,Closed,12/9/2019 12:31,12/13/2019 21:30,,12/9/2019 12:31,No,No,Sherry
494105,12/9/2019 13:57,CB Won't Charge - Asus C202SA,Normal,Chromebook,Chromebook,Other,Closed,12/9/2019 15:32,12/16/2019 13:57,,12/9/2019 15:32,No,Yes,Jennifer
502582,12/10/2019 16:01,Google Doc Issue,Normal,Chromebook,Chromebook,Other,Closed,12/10/2019 16:02,12/13/2019 16:01,,12/10/2019 16:02,No,No,Jennifer
839416,12/12/2019 14:01,Google Issue - Lenovo N22,Normal,Chromebook,Chromebook,Other,Closed,12/12/2019 16:09,6/9/2020 14:01,,12/12/2019 16:09,No,Yes,Jennifer
719804,12/17/2019 14:22,LS Cart 1-23 - Key Broken - Lenovo N22,Normal,Chromebook,Chromebook,Email,Closed,12/19/2019 14:16,12/20/2019 14:22,,12/19/2019 14:16,No,No,Jennifer
780107,3/13/2020 14:45,LS Cart 1-22 LCD Cracked - Lenovo N22,Normal,Chromebook,Chromebook,Other,Closed,3/13/2020 18:19,3/16/2020 14:45,,3/13/2020 18:19,No,No,Jennifer
117404,3/24/2020 19:30,[CCS Helpdesk] Fwd: Youtube video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,3/25/2020 12:04,3/27/2020 19:30,,3/25/2020 12:04,No,Yes,Khrystal
101357,11/24/2020 17:55,Hooking Up a Laptop to the Smartboard,Normal,CCS Support,CCS Main,Email,Resolved,11/24/2020 18:19,11/27/2020 17:55,,11/24/2020 18:19,No,Yes,Jamie
184084,9/22/2021 1:40,[CCS Helpdesk] White Listing Videos,Normal,CCS Support,CCS Main,Email,Closed,9/22/2021 12:51,9/25/2021 1:40,,9/22/2021 12:51,No,Yes,Jamie
410062,1/11/2022 13:00,[CCS Helpdesk] Unable to connect to ViewSonic Rm 263,Normal,Chromebook,Chromebook,Email,Closed,1/11/2022 13:11,1/18/2022 13:00,,1/11/2022 13:11,No,No,Sherry
323111,2/14/2022 15:51,[CCS Helpdesk] Enright 5th U263,Normal,Chromebook,Chromebook,Email,Closed,2/14/2022 17:59,2/21/2022 15:51,,2/14/2022 17:59,No,Yes,Khrystal
730347,5/20/2022 12:10,[CCS Helpdesk] Duplicating Chromebook onto Smart Board,Normal,CCS Support,Chromebook,Email,Closed,5/20/2022 19:28,5/27/2022 12:10,,5/20/2022 19:28,No,No,Sherry
958489,8/3/2022 14:26,[CCS Helpdesk] 9th Grade Chromebook Pick Up,Normal,CCS Support,CCS Main,Email,Closed,8/3/2022 14:36,8/6/2022 14:26,,8/3/2022 14:36,No,No,Sherry
229984,9/12/2022 17:00,[CCS Helpdesk] Whitelist Video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,9/12/2022 17:54,9/15/2022 17:00,,9/12/2022 17:54,No,Yes,jamie IT
307644,9/16/2022 1:55,[CCS Helpdesk] Whitelist video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/16/2022 11:55,9/19/2022 1:55,,9/16/2022 11:55,No,Yes,Khrystal
196930,9/18/2022 22:15,[CCS Helpdesk] Whitelist Video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/19/2022 12:47,9/21/2022 22:15,,9/19/2022 12:47,No,Yes,Khrystal
474381,9/20/2022 1:55,[CCS Helpdesk] Whitelist video,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/20/2022 12:35,9/23/2022 1:55,,9/20/2022 12:35,No,Yes,Khrystal
467603,9/27/2022 13:48,[CCS Helpdesk] Whitelist Video Please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/27/2022 13:55,9/30/2022 13:48,,9/27/2022 13:55,No,Yes,Khrystal
577370,9/28/2022 2:15,[CCS Helpdesk] Whitelist Please,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,9/28/2022 12:12,10/1/2022 2:15,,9/28/2022 12:12,No,Yes,jamie IT
262589,12/17/2019 15:55,Thanks,Normal,CBC Support,CBC Main,Email,Closed,12/17/2019 18:49,12/20/2019 15:55,,12/17/2019 18:49,No,No,Sherry
963355,4/16/2020 13:20,making calls from my cell phone for Carmel,Normal,CBC Support,CBC Main,Email,Closed,4/16/2020 13:43,4/19/2020 13:20,,4/16/2020 13:43,No,No,Sherry
490526,4/20/2020 16:15,my cell phone,Normal,CBC Support,CBC Main,Email,Closed,4/21/2020 12:37,4/23/2020 16:15,,4/21/2020 12:37,No,No,Sherry
525434,12/17/2019 17:44,Cannot print,Normal,CBC Support,CBC Main / CBC Printing Mac,Email,Closed,1/7/2020 18:23,12/20/2019 17:44,,1/7/2020 18:23,No,Yes,Sherry
841387,1/7/2020 14:55,Still not able to print,Normal,CBC Support,CBC Main / CBC Printing Mac,Email,Closed,1/9/2020 14:49,1/10/2020 14:55,,1/9/2020 14:49,No,Yes,Sherry
573500,10/18/2021 14:15,Fwd: Print issues...,Normal,CBC Support,CBC Main,Email,Closed,10/18/2021 15:49,10/21/2021 14:15,,10/18/2021 15:49,No,Yes,Jamie
158823,1/6/2022 16:29,Fwd: Help! My computer is not working!,Normal,CBC Support,CBC Main,Email,Closed,2/7/2022 13:30,1/9/2022 16:29,,2/7/2022 13:30,No,Yes,Jamie
696263,12/18/2019 15:44,CB Won't Show on Display - Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,12/18/2019 15:45,12/25/2019 15:44,,12/18/2019 15:45,No,No,Jennifer
650132,9/20/2021 15:58,Mbrd Power Connector Broken-Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,9/21/2021 16:37,9/27/2021 15:58,,9/21/2021 16:37,No,Yes,Jennifer
696239,1/6/2020 14:12,Left & Right Hinge Issue - Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,2/10/2020 18:28,1/9/2020 14:12,,2/10/2020 18:28,No,Yes,Jennifer
646463,1/12/2020 23:35,[CCS Helpdesk] Chromebook,Normal,CCS Support,CCS Main,Email,Closed,1/13/2020 14:03,1/15/2020 23:35,,1/13/2020 14:03,No,Yes,Jennifer
706273,2/10/2020 13:25,[CCS Helpdesk] Chromebook,Normal,Chromebook,Chromebook,Email,Closed,2/10/2020 14:00,2/17/2020 13:25,,2/10/2020 14:00,No,Yes,Jennifer
608528,8/20/2020 18:45,[CCS Helpdesk] UNBLOCK,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/20/2020 19:41,8/23/2020 18:45,,8/20/2020 19:41,No,Yes,Sherry
647011,1/6/2020 14:17,Keys Not Working - Lenovo N22,Normal,Chromebook,Chromebook,Other,Closed,1/6/2020 16:49,7/4/2020 14:17,,1/6/2020 16:49,No,Yes,Jennifer
162953,9/24/2020 19:00,[CCS Helpdesk] White list,Normal,CCS Support,CCS Main,Email,Closed,9/28/2020 11:54,9/27/2020 19:00,,9/28/2020 11:54,No,Yes,Khrystal
776749,10/22/2020 13:04,[CCS Helpdesk] White list,Normal,CCS Support,CCS Main,Email,Closed,12/8/2020 19:52,10/25/2020 13:04,,10/23/2020 15:17,No,No,Khrystal
208369,1/14/2021 19:25,[CCS Helpdesk] White list,Normal,CCS Support,CCS Main,Email,Closed,1/15/2021 13:18,1/17/2021 19:25,,1/15/2021 13:18,No,Yes,Khrystal
154885,3/16/2021 16:38,[CCS Helpdesk] Good afternoon,Normal,CCS Support,CCS Main,Email,Resolved,3/16/2021 17:15,3/19/2021 16:38,,3/16/2021 17:15,No,Yes,Jamie
495513,3/29/2021 12:50,for Mrs. Santos,Normal,CCS Support,CCS Main,Email,Closed,3/30/2021 19:52,4/1/2021 12:50,,3/30/2021 19:52,No,Yes,Sherry
882796,4/27/2021 17:10,white list,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/27/2021 17:11,4/30/2021 17:10,,4/27/2021 17:11,No,Yes,Jamie
668525,8/20/2021 16:33,[CCS Helpdesk] white list,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/23/2021 17:54,8/23/2021 16:33,,8/23/2021 17:54,No,Yes,Khrystal
450677,9/8/2022 12:14,[CCS Helpdesk] Fwd: santos,Normal,CCS Support,CCS Main,Email,Closed,10/13/2022 12:26,9/11/2022 12:14,,10/13/2022 12:26,No,Yes,Khrystal
640106,10/4/2022 17:10,white list,Normal,CCS Support,CCS Main,Email,Resolved,10/4/2022 18:08,10/7/2022 17:10,,10/4/2022 18:08,No,Yes,jamie IT
898214,1/9/2020 14:34,LCD Screen Color Split in Half - Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,1/10/2020 17:20,1/12/2020 14:34,,1/10/2020 17:20,No,Yes,Jennifer
972413,10/5/2020 13:55,Dropped CB/Keybd Not Working-Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,10/5/2020 14:04,10/12/2020 13:55,,10/5/2020 14:04,No,No,Jennifer
739258,2/16/2021 15:40,[CCS Helpdesk] Renweb login,Normal,CCS Support,CCS Main,Email,Closed,2/16/2021 20:04,2/19/2021 15:40,,2/16/2021 20:04,No,No,Sherry
110988,6/28/2022 16:25,[CCS Helpdesk] URGENT: Your Google Drive Space is Over the Limit,Normal,Ongoing_Projects,CCS Main,Email,Closed,8/17/2022 12:38,7/1/2022 16:25,,8/17/2022 12:38,No,Yes,Sherry
953345,1/10/2020 17:13,Battery Dead/Left Hinge Broken - Lenovo N22,Normal,Chromebook,Chromebook,Other,Closed,1/10/2020 18:34,7/8/2020 17:13,,1/10/2020 18:34,No,Yes,Jennifer
813663,1/13/2020 18:31,Can't Login to CB - HP 11 G5,Normal,Chromebook,Chromebook,Other,Closed,1/13/2020 18:31,1/16/2020 18:31,,1/13/2020 18:31,No,No,Jennifer
949936,10/15/2021 16:54,SD Card/Mouse Issue - Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,10/15/2021 17:48,10/22/2021 16:54,,10/15/2021 17:48,No,No,Jennifer
214531,5/2/2022 13:42,[CCS Helpdesk] Keyboard Issues,Normal,CCS Support,CCS Main,Email,Closed,5/2/2022 14:07,5/5/2022 13:42,,5/2/2022 14:07,No,Yes,Jennifer
599173,9/21/2022 1:20,[CCS Helpdesk] Half screen is broken,Normal,Chromebook,Chromebook,Email,Closed,9/21/2022 18:00,9/24/2022 1:20,,9/21/2022 18:00,No,Yes,Jennifer
827064,1/13/2020 19:00,Trouble printing,Normal,CBC Support,CBC Main / CBC Printing PC,Phone,Closed,1/13/2020 19:51,1/16/2020 19:00,,1/13/2020 19:51,No,No,Sherry
537188,1/17/2020 17:45,No Sound on Viewsonic - audio not detected,Normal,CCS Support,CCS Main / CCS Classroom SmartBoard and TVs,Email,Closed,1/22/2020 21:41,1/20/2020 17:45,,1/22/2020 21:41,No,Yes,Sherry
646521,3/23/2020 19:25,[CCS Helpdesk] Can you white-list any of the YouTube videos that are attached to the Khan Academy lessons?,Normal,CCS Support,CCS Main,Email,Closed,3/30/2020 13:45,3/26/2020 19:25,,3/24/2020 11:51,No,No,Khrystal
477094,3/29/2020 19:25,[CCS Helpdesk] Can the following Youtube link be whitelisted please? Thanks!,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,3/30/2020 13:30,4/1/2020 19:25,,3/30/2020 13:30,No,Yes,Jamie
984545,4/1/2020 12:49,[CCS Helpdesk] Grid View,Normal,Chromebook,Chromebook,Email,Closed,4/21/2020 12:46,4/8/2020 12:49,,4/21/2020 12:46,No,Yes,Khrystal
977349,4/30/2020 19:15,[CCS Helpdesk] Can you whitelist these videos for me?,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,5/4/2020 15:31,5/3/2020 19:15,,5/4/2020 15:31,No,Yes,Khrystal
798831,8/5/2020 17:40,[CCS Helpdesk] 2 Issues,Normal,CCS Support,CCS Main,Email,Closed,8/11/2020 18:41,8/8/2020 17:40,,8/11/2020 18:41,No,Yes,Jamie
641196,8/13/2020 15:40,[CCS Helpdesk] Will you help me change my CCS email password?,Normal,CCS Support,CCS Main,Email,Closed,8/13/2020 16:48,8/16/2020 15:40,,8/13/2020 16:48,No,Yes,Khrystal
838422,8/13/2020 16:05,[CCS Helpdesk] Can you whitelist the following Youtube channels?,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/13/2020 17:11,8/16/2020 16:05,,8/13/2020 17:11,No,Yes,Jamie
185341,8/25/2020 17:15,[CCS Helpdesk] Can you whitelist the following channels on Youtube?,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/26/2020 11:51,8/28/2020 17:15,,8/26/2020 11:51,No,Yes,Khrystal
985907,10/13/2020 13:56,Video - whitelisted,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,10/13/2020 14:17,10/16/2020 13:56,,10/13/2020 14:17,No,Yes,Jamie
728345,1/21/2021 13:00,Can the following videos on this Youtube channel playlist be whitelisted?,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/21/2021 13:06,1/24/2021 13:00,,1/21/2021 13:06,No,Yes,Khrystal
375432,2/26/2021 19:30,Can you white list the following videos? Thanks!,Normal,CCS Support,CCS Main,Email,Closed,2/26/2021 20:02,3/1/2021 19:30,,2/26/2021 20:02,No,Yes,Sherry
215897,8/11/2021 14:55,Can I have a password reset please? :),Normal,CCS Support,CCS Main,Email,Closed,8/16/2021 11:57,8/14/2021 14:55,,8/16/2021 11:57,No,Yes,Khrystal
543258,1/4/2022 16:35,Can you whitelist this video?,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,1/4/2022 16:57,1/7/2022 16:35,,1/4/2022 16:57,No,Yes,Jamie
450767,4/29/2022 13:50,Printer,Normal,CCS Support,CCS Main,Email,Closed,6/3/2022 18:35,5/2/2022 13:50,,6/3/2022 18:35,No,Yes,Jamie
724449,1/21/2020 14:46,Dropped CB-Screw Iss/Hinge/LCD- Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,3/3/2020 18:53,7/19/2020 14:46,,3/3/2020 18:53,No,Yes,Jennifer
673351,9/13/2022 15:09,CB Won't Charge - Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,9/15/2022 12:49,9/20/2022 15:09,,9/15/2022 12:49,No,Yes,Jennifer
429071,1/21/2020 15:24,Battery Issue - Asus C214MA (Warranty),Normal,Chromebook,Chromebook,Other,Closed,3/3/2020 18:53,7/19/2020 15:24,,3/3/2020 18:53,No,Yes,Jennifer
647371,1/23/2020 17:11,Can't Connect to Wi-fi - Lenovo N22,Normal,Chromebook,Chromebook,Other,Closed,1/23/2020 18:07,1/26/2020 17:11,,1/23/2020 18:07,No,No,Jennifer
664944,1/23/2020 17:36,Battery Issue/2 Screws Missing-C214MA (Warranty),Normal,Chromebook,Chromebook,Other,Closed,2/18/2020 18:39,7/21/2020 17:36,,2/18/2020 18:39,No,No,Jennifer
335621,3/23/2022 15:00,Charger Not Working/Chrome OS in Chinese-Asus C214,Normal,Chromebook,Chromebook,Other,Closed,3/23/2022 15:01,3/30/2022 15:00,,3/23/2022 15:01,No,No,Jennifer
985495,1/23/2020 18:07,[CCS Helpdesk] Unblock Link,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,1/24/2020 16:41,1/26/2020 18:07,,1/24/2020 16:41,No,Yes,Khrystal
257951,1/31/2020 12:43,Admin on machine,Normal,CBC Support,CBC Main / CBC Hardware,Phone,Closed,1/31/2020 14:55,2/3/2020 12:43,,1/31/2020 14:55,No,No,Sherry
826476,4/27/2021 17:16,[CCS Helpdesk] Fwd: Google Sheets,Normal,CCS Support,CCS Main,Email,Closed,4/28/2021 12:15,4/30/2021 17:16,,4/28/2021 12:15,No,Yes,
106683,2/3/2020 19:15,Wifi,Normal,CBC Support,CBC Main / WiFi Trouble,Email,Closed,2/4/2020 0:17,2/6/2020 19:15,,2/4/2020 0:17,No,Yes,Sherry
177381,2/4/2020 14:15,Couldn't Connect to Wi-fi - Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,2/4/2020 14:23,2/7/2020 14:15,,2/4/2020 14:23,No,No,Jennifer
716420,12/9/2021 14:36,Google Docs Blocked - Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,12/9/2021 14:38,12/12/2021 14:36,,12/9/2021 14:38,No,No,Jennifer
920526,1/6/2022 14:33,LCD Cracked (Keybd Sticky)- Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,1/7/2022 16:16,1/9/2022 14:33,,1/7/2022 16:16,No,Yes,Jennifer
626132,2/6/2020 16:05,ParentsWeb Help Desk,Normal,Facts Administration,Facts Administrative,Email,Closed,2/10/2020 13:00,2/13/2020 16:05,,2/10/2020 13:00,No,No,Mike
762602,2/12/2020 15:17,FACTS Acct Locked Out ,Normal,CCS Support,CCS Main / FACTS-Renweb Issues,Other,Closed,2/12/2020 16:00,2/15/2020 15:17,,2/12/2020 15:52,No,No,Khrystal
570204,3/5/2021 14:50,Top Case/CB Power On No Display-Asus C214MA,Normal,Chromebook,Chromebook,Other,Closed,3/5/2021 18:56,3/8/2021 14:50,,3/5/2021 18:56,No,No,Jennifer
935296,2/13/2020 18:09,Some Keys Not Working - Asus C213SA,Normal,Chromebook,Chromebook,Other,Closed,3/5/2020 14:01,8/11/2020 18:09,,3/5/2020 14:01,No,Yes,Jennifer
175853,2/19/2020 18:18,[CCS Helpdesk] Printing,Normal,Chromebook,CCS Main / Google Issues,Email,Closed,2/19/2020 19:56,2/26/2020 18:18,,2/19/2020 19:56,No,Yes,Sherry
350981,4/3/2020 20:30,[CCS Helpdesk] Whitelisted,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,4/6/2020 15:37,4/6/2020 20:30,,4/6/2020 15:37,No,Yes,Khrystal
368731,4/6/2020 19:40,[CCS Helpdesk] Whitelisting,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/7/2020 14:28,4/9/2020 19:40,,4/7/2020 14:28,No,Yes,Jamie
121936,4/9/2020 0:25,[CCS Helpdesk] Whitelisting,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,4/9/2020 13:56,4/12/2020 0:25,,4/9/2020 13:56,No,Yes,Jamie
361009,4/21/2020 14:30,[CCS Helpdesk] Videos to whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,4/21/2020 14:45,4/24/2020 14:30,,4/21/2020 14:45,No,Yes,Jamie
772674,5/6/2020 19:40,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,5/7/2020 12:47,5/9/2020 19:40,,5/7/2020 12:47,No,Yes,Khrystal
783053,5/7/2020 18:50,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,5/8/2020 13:08,5/10/2020 18:50,,5/8/2020 13:08,No,Yes,Jamie
949347,5/15/2020 20:40,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,5/18/2020 15:20,5/18/2020 20:40,,5/18/2020 15:20,No,Yes,Khrystal
507305,7/30/2020 18:32,[CCS Helpdesk] Computer setup,Normal,CCS Support,CCS Main,Email,Closed,7/31/2020 19:43,8/2/2020 18:32,,7/31/2020 19:43,No,No,Sherry
387263,8/11/2020 18:40,[CCS Helpdesk] Locked out,Normal,CCS Support,CCS Main,Email,Closed,8/12/2020 11:47,8/14/2020 18:40,,8/12/2020 11:47,No,Yes,Khrystal
714503,8/11/2020 20:00,[CCS Helpdesk] Printer,Normal,CCS Support,CCS Main,Email,Closed,8/13/2020 15:22,8/14/2020 20:00,,8/13/2020 15:22,No,Yes,Khrystal
728657,8/14/2020 15:40,[CCS Helpdesk] Tech devices,Normal,CCS Support,CCS Main,Email,Closed,8/18/2020 16:14,8/17/2020 15:40,,8/18/2020 16:14,No,Yes,Khrystal
264886,8/19/2020 11:35,[CCS Helpdesk] View Sonic,Normal,CCS Support,CCS Main,Email,Closed,8/19/2020 11:40,8/22/2020 11:35,,8/19/2020 11:40,No,No,Sherry
762045,8/19/2020 19:10,[CCS Helpdesk] View Sonic calibrate,Normal,CCS Support,CCS Main,Email,Closed,8/20/2020 18:46,8/22/2020 19:10,,8/20/2020 18:46,No,No,Sherry
486883,8/20/2020 0:35,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/20/2020 12:00,8/23/2020 0:35,,8/20/2020 12:00,No,Yes,Khrystal
110209,8/20/2020 0:45,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,8/20/2020 18:47,8/23/2020 0:45,,8/20/2020 18:47,No,No,Sherry
624081,8/23/2020 17:35,[CCS Helpdesk] Test Generator,Normal,CCS Support,CCS Main,Email,Closed,8/24/2020 13:29,8/26/2020 17:35,,8/24/2020 13:29,No,Yes,Khrystal
188718,8/25/2020 13:20,[CCS Helpdesk] Calibrate board,Normal,CCS Support,CCS Main,Email,Closed,8/28/2020 13:14,8/28/2020 13:20,,8/28/2020 13:14,No,No,Sherry
911481,9/2/2020 0:05,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,9/2/2020 15:07,9/5/2020 0:05,,9/2/2020 15:07,No,Yes,Jamie
369143,9/17/2020 19:30,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,9/18/2020 12:58,9/20/2020 19:30,,9/18/2020 12:58,No,Yes,Jamie
510634,9/21/2020 18:50,[CCS Helpdesk] Printing Problem,Normal,Chromebook,Chromebook,Email,Resolved,9/22/2020 14:16,9/28/2020 18:50,,9/22/2020 14:16,No,Yes,Jamie
179224,9/24/2020 19:20,[CCS Helpdesk] Kami,Normal,CCS Support,Chromebook,Email,Resolved,9/25/2020 13:59,10/1/2020 19:20,,9/25/2020 13:59,No,No,Randi
433951,9/25/2020 12:30,[CCS Helpdesk] Smartboard,Normal,CCS Support,CCS Main,Email,Closed,9/25/2020 13:23,9/28/2020 12:30,,9/25/2020 13:23,No,Yes,Jamie
556149,10/2/2020 12:20,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Resolved,10/2/2020 12:45,10/5/2020 12:20,,10/2/2020 12:45,No,Yes,Jamie
333893,10/6/2020 1:35,[CCS Helpdesk] Whitelist,Normal,CCS Support,"CCS Main / CCS WhiteList (Websites, Extensi",Email,Closed,10/6/2020 14:57,10/9/2020 1:35,,10/6/2020 14:57,No,Yes,Khrystal
